OpenTime,Open,High,Low,Close,Volume,TradesCount
2026-06-19 22:00:00,63075.99,63369.48,63048.0,63315.28,541.93138,65858
2026-06-19 23:00:00,63315.29,63666.0,63276.0,63543.91,689.22877,85959
2026-06-20 00:00:00,63543.9,63777.0,63470.0,63530.01,640.14667,121182
2026-06-20 01:00:00,63530.01,63616.23,63404.0,63586.28,348.64849,71942
2026-06-20 02:00:00,63586.27,63586.27,63336.01,63340.57,358.87789,68463
2026-06-20 03:00:00,63340.58,63510.0,63320.14,63476.79,268.88477,51020
2026-06-20 04:00:00,63476.79,63613.59,63402.0,63583.53,228.62975,49082
2026-06-20 05:00:00,63583.53,63907.07,63543.46,63678.07,477.24749,100201
2026-06-20 06:00:00,63678.07,63761.99,63640.36,63744.61,191.88822,48178
2026-06-20 07:00:00,63744.61,63800.0,63594.37,63655.21,448.4829,70422
2026-06-20 08:00:00,63655.21,63664.39,63392.41,63417.97,547.04803,70209
2026-06-20 09:00:00,63417.98,63787.74,63417.98,63741.16,349.02093,69048
